"x"
"386","Southwest University"
"387","Suranaree University of Technology"
"388","Tamkang University"
"389","The Hashemite University"
"390","S. Toraighyrov Pavlodar State University"
"391","Tunghai University"
"392","Universitas Andalas"
"393","Universitas Muhammadiyah Surakarta"
"394","Universitas Sebelas Maret"
"395","Universitas Sumatera Utara"
"396","University of Babylon"
"397","University of Basrah"
"398","Yarmouk University"
"399","Yildiz Technical University"
