"","University","qs_students","qs_z","qs_ranking","qs_rank","the_students","the_z","the_ranking","the_rank","z_distance","ranking_distance","diff","pdiff","outlier"
"192","Jadavpur University",10533,-0.595090176149101,307,"651-700",12967,-0.293537637963037,952,"801¡V1000",-0.301552538186064,-645,-2434,-0.20715,"not outlier"
"193","Jagiellonian University",33790,0.494806163647916,1044,"=309",36354,0.743212676176509,1871,"501¡V600",-0.248406512528593,-827,-2564,-0.07311,"not outlier"
"194","James Cook University",8709,-0.680568566474154,208.5,"=424",10794,-0.389867155756052,814,"251¡V300",-0.290701410718102,-605.5,-2085,-0.21381,"not outlier"
"195","Jamia Millia Islamia",8722,-0.679959345490478,211,"751-800",10451,-0.405072413281594,785,"601¡V800",-0.274886932208883,-574,-1729,-0.18036,"not outlier"
"196","Jawaharlal Nehru University",8523,-0.689285112855985,202,"561-570",8805,-0.478039917325452,641,"601¡V800",-0.211245195530533,-439,-282,-0.03255,"not outlier"
"197","Jeju National University",10401,-0.601276112291045,298,"1001-1200",12015,-0.33573998538087,891.5,"1201+",-0.265536126910176,-593.5,-1614,-0.144,"not outlier"
"198","Jeonbuk National University",19880,-0.157060288885794,694,"571-580",20488,0.0398697726772128,1380,"1001¡V1200",-0.196930061563007,-686,-608,-0.03012,"not outlier"
"199","Jilin University",68551,2.12381621084593,1241,"501-510",72804,2.35904835199583,2077,"1001¡V1200",-0.235232141149905,-836,-4253,-0.06017,"not outlier"
"200","Johns Hopkins University",15310,-0.371224896224332,498,"25",16552,-0.134613882193153,1172,"=13",-0.236611014031179,-674,-1242,-0.07796,"not outlier"
"201","Jouf University",22683,-0.0257028721746521,774,"701-750",22683,0.137174554801312,1467,"Reporter",-0.162877426975964,-693,0,0,"not outlier"
"202","Kagoshima University",10326,-0.604790848735332,291,"651-700",10477,-0.40391982816304,787,"1201+",-0.200871020572292,-496,-151,-0.01452,"not outlier"
"203","Kanazawa University",10250,-0.608352448332209,289,"601-650",10392,-0.407687894896775,778,"1001¡V1200",-0.200664553435434,-489,-142,-0.01376,"not outlier"
"204","Kangwon National University",21745,-0.0696605093045314,747,"1001-1200",22420,0.125515713025167,1454,"1201+",-0.195176222329698,-707,-675,-0.03057,"not outlier"
"205","Kansas State University",18659,-0.214280198198782,650,"801-1000",20529,0.0416873107487791,1381,"801¡V1000",-0.255967508947561,-731,-1870,-0.09544,"not outlier"
"206","Kasetsart University",67633,2.08079583676786,1239,"801-1000",67633,2.12981690399414,2067,"1201+",-0.0490210672262812,-828,0,0,"not outlier"
"207","Kaunas University of Technology",7834,-0.721573824990832,160,"801-1000",9060,-0.466735717124247,665.5,"1201+",-0.254838107866586,-505.5,-1226,-0.14514,"not outlier"
"208","Kazan National Research Technological University",12709,-0.493115956112195,402,"801-1000",13685,-0.261708556612193,1003.5,"1201+",-0.231407399500002,-601.5,-976,-0.07396,"not outlier"
"209","Keele University",9195,-0.657793074315176,238,"751-800",9122,-0.463987244918464,675,"501¡V600",-0.193805829396712,-437,73,0.00797,"not outlier"
"210","Keio University",33442,0.478497786546426,1037,"201",34319,0.653000725551205,1826,"601¡V800",-0.17450293900478,-789,-877,-0.02589,"not outlier"
"211","Kent State University",23450,0.0102411658622534,801,"1001-1200",23092,0.155305605320107,1484,"801¡V1000",-0.145064439457854,-683,358,0.01538,"not outlier"
"212","Khalifa University",2944,-0.950734641158327,25,"=183",2947,-0.737726210575097,173,"351¡V400",-0.213008430583229,-148,-3,-0.00102,"not outlier"
"213","Khon Kaen University",32528,0.435664865078718,1011,"801-1000",35729,0.71550630313434,1854,"1201+",-0.279841438055622,-843,-3201,-0.09379,"not outlier"
"214","King Faisal University",34780,0.541200684712501,1063,"801-1000",29946,0.459144774649754,1719,"1001¡V1200",0.0820559100627464,-656,4834,0.14937,"not outlier"
"215","King Khalid University",39620,0.76801834325047,1120,"651-700",39668,0.890122948595308,1915,"801¡V1000",-0.122104605344838,-795,-48,-0.00121,"not outlier"
"216","King Saud University",36166,0.606153014202919,1084,"=277",34952,0.681061740168315,1838,"351¡V400",-0.0749087259653952,-754,1214,0.03414,"not outlier"
"217","Kobe University",15563,-0.359368518618938,509,"386",15642,-0.174954361342552,1118,"601¡V800",-0.184414157276386,-609,-79,-0.00506,"not outlier"
"218","Koc University",6369,-0.7902283435359,114.5,"511-520",5521,-0.623620283838227,377,"501¡V600",-0.166608059697673,-262.5,848,0.14264,"not outlier"
"219","Konkuk University",22946,-0.0133778630433533,781,"601-650",13316,-0.27806639925629,979,"601¡V800",0.264688536212937,-198,9630,0.53113,"outlier & student qs > the"
"220","Kookmin University",16655,-0.308193955990123,566,"1001-1200",17796,-0.0794671172900194,1248,"1201+",-0.228726838700104,-682,-1141,-0.06624,"not outlier"
"221","Korea University",26014,0.130398289104269,875,"74",22799,0.142316857637938,1474,"201¡V250",-0.0119185685336697,-599,3215,0.13173,"not outlier"
"222","KTH Royal Institute of Technology",13359,-0.462654906928377,430,"89",13422,-0.273367398388338,985,"201¡V250",-0.189287508540039,-555,-63,-0.0047,"not outlier"
"223","KU Leuven",47880,1.15510798364791,1188,"=70",46327,1.1853177295358,1981,"=42",-0.0302097458878836,-793,1553,0.03297,"not outlier"
"224","Kumamoto University",9785,-0.630143814286787,263,"591-600",9935,-0.42794679486521,746,"1001¡V1200",-0.202197019421577,-483,-150,-0.01521,"not outlier"
"225","Kuwait University",36458,0.619837054759342,1087,"1001-1200",37104,0.776460323827112,1885,"801¡V1000",-0.15662326906777,-798,-646,-0.01756,"not outlier"
"226","Kyoto Institute of Technology",3970,-0.902653046600484,39,"801-1000",3970,-0.692376419179675,258,"1201+",-0.21027662742081,-219,0,0,"not outlier"
"227","Kyoto University",22608,-0.0292176086189388,768,"33",22299,0.120151759204203,1450,"61",-0.149369367823142,-682,309,0.01376,"not outlier"
"228","Kyung Hee University",23296,0.00302424036331803,797,"=264",20599,0.0447904245295021,1386,"251¡V300",-0.041766184166184,-589,2697,0.12288,"not outlier"
"229","Kyungpook National University",21088,-0.100449600556483,728,"541-550",19332,-0.0113759349015838,1335,"601¡V800",-0.0890736656548992,-607,1756,0.08689,"not outlier"
"230","Kyushu University",18566,-0.218638471389698,644,"137",18608,-0.0434709974336328,1301,"501¡V600",-0.175167473956065,-657,-42,-0.00226,"not outlier"
"231","La Trobe University",24518,0.0602910128288963,836,"=362",26097,0.288517846906858,1589,"201¡V250",-0.228226834077962,-753,-1579,-0.06239,"not outlier"
"232","Lancaster University",14665,-0.401451629645198,477,"132",13510,-0.269466341064,993,"=122",-0.131985288581197,-516,1155,0.08199,"not outlier"
"233","Lappeenranta-Lahti University of Technology LUT",4086,-0.897216920899987,46,"=414",4333,-0.676284557716783,281,"251¡V300",-0.220932363183205,-235,-247,-0.05868,"not outlier"
"234","Lebanese American University",7829,-0.721808140753785,159,"581-590",7425,-0.539215589002562,529,"801¡V1000",-0.182592551751223,-370,404,0.05297,"not outlier"
"235","Lebanese University",47334,1.12952070233351,1185,"701-750",49737,1.33648370085387,2012,"1001¡V1200",-0.206962998520367,-827,-2403,-0.04951,"not outlier"
"236","Leeds Beckett University",19290,-0.184709548914183,674,"1001-1200",18639,-0.0420967613307413,1304,"801¡V1000",-0.142612787583442,-630,651,0.03433,"not outlier"
"237","Lehigh University",6369,-0.7902283435359,114.5,"531-540",6400,-0.58465404079172,441,"601¡V800",-0.20557430274418,-326.5,-31,-0.00486,"not outlier"
"238","Leibniz University Hannover",24311,0.050590340242665,826,"601-650",21640,0.0909381594685395,1426,"401¡V500",-0.0403478192258745,-600,2671,0.11625,"not outlier"
"239","Leiden University",31702,0.396955901038974,1001,"=112",31556,0.530516391606383,1773,"71",-0.133560490567409,-772,146,0.00462,"not outlier"
"240","Lincoln University",2123,-0.989209289435118,14,"372",2633,-0.751645892391483,153,"501¡V600",-0.237563397043635,-139,-510,-0.21447,"not outlier"
"241","Linkoping University",16511,-0.314942249963154,560,"329",15873,-0.164714085866166,1133,"251¡V300",-0.150228164096988,-573,638,0.0394,"not outlier"
"242","Liverpool John Moores University",21766,-0.0686763831001311,750,"801-1000",20662,0.0475832269321528,1388,"401¡V500",-0.116259610032284,-638,1104,0.05204,"not outlier"
"243","Lodz University of Technology",12346,-0.510127280502543,380,"801-1000",13817,-0.255856970625687,1012,"1201+",-0.254270309876856,-632,-1471,-0.11245,"not outlier"
"244","Lomonosov Moscow State University",30365,0.334299866025489,980,"78",29118,0.422439371643488,1694,"=158",-0.0881395056179992,-714,1247,0.04193,"not outlier"
"245","London Metropolitan University",8229,-0.703062879717589,183,"801-1000",7542,-0.534028955969068,535,"Reporter",-0.169033923748521,-352,687,0.08712,"not outlier"
"246","London South Bank University",13067,-0.4763389474848,417.5,"801-1000",12144,-0.330021389984966,904,"801¡V1000",-0.146317557499834,-486.5,923,0.07322,"not outlier"
"247","Loughborough University",17129,-0.285980821662231,586,"231",15556,-0.178766758273155,1116,"351¡V400",-0.107214063389077,-530,1573,0.09625,"not outlier"
"248","Louisiana State University",30558,0.343344454475454,985,"801-1000",28656,0.401958820690717,1680,"601¡V800",-0.058614366215263,-695,1902,0.06424,"not outlier"
"249","Lucian Blaga University of Sibiu",13154,-0.472261853209428,423.5,"1201+",12174,-0.328691484078942,906,"1201+",-0.143570369130486,-482.5,980,0.07738,"not outlier"
"250","Lund University",27443,0.197365734156078,911,"87",28498,0.394954649585656,1674,"116",-0.197588915429578,-763,-1055,-0.03772,"not outlier"
"251","Lviv Polytechnic National University",20880,-0.110197136295305,721,"801-1000",21334,0.0773731192270933,1411,"601¡V800",-0.187570255522398,-690,-454,-0.02151,"not outlier"
"252","Maastricht University",18970,-0.19970575774314,663,"=233",18159,-0.0633752558271274,1271,"=127",-0.136330501916013,-608,811,0.04369,"not outlier"
"253","Macau University of Science and Technology",10550,-0.594293502555063,308,"651-700",11113,-0.375725822955329,837,"251¡V300",-0.218567679599734,-529,-563,-0.05198,"not outlier"
"254","Macquarie University",24096,0.0405147624357097,821,"200",30249,0.472576824300598,1731,"192",-0.432062061864888,-910,-6153,-0.22644,"outlier & student qs < the"
"255","Mahidol University",28477,0.245822233934645,933,"=255",29160,0.424301239911922,1696,"601¡V800",-0.178479005977277,-763,-683,-0.0237,"not outlier"
"256","Makerere University",35307,0.565897566127689,1073,"1001-1200",32113,0.555208311261564,1785,"601¡V800",0.0106892548661246,-712,3194,0.09475,"not outlier"
"257","Mansoura University",179473,7.32197082248821,1268,"1201+",154957,6.00090701524918,2103,"501¡V600",1.32106380723903,-835,24516,0.14661,"outlier & student qs > the"
"258","Marmara University",59799,1.71366989937396,1225,"1201+",70356,2.25052803006426,2074,"1201+",-0.5368581306903,-849,-10557,-0.16222,"not outlier"
"259","Marquette University",10842,-0.580609461998639,316,"1001-1200",10811,-0.389113542409305,817,"801¡V1000",-0.191495919589335,-501,31,0.00286,"not outlier"
"260","Masaryk University",29280,0.283453345464808,958,"551-560",30485,0.483038750761321,1737,"801¡V1000",-0.199585405296513,-779,-1205,-0.04032,"not outlier"
"261","Massey University",10811,-0.582062219728945,313,"284",18701,-0.039348289124958,1307,"601¡V800",-0.542713930603987,-994,-7890,-0.5347,"outlier & student qs < the"
"262","Maynooth University",10901,-0.577844535995801,318,"751-800",10712,-0.393502231899185,801,"501¡V600",-0.184342304096616,-483,189,0.01749,"not outlier"
"263","McGill University",29066,0.273424630810443,953,"=27",31581,0.53162464652807,1775,"44",-0.258200015717626,-822,-2515,-0.08294,"not outlier"
"264","McMaster University",25577,0.109919091422225,864,"140",26112,0.28918279985987,1590,"=80",-0.179263708437645,-726,-535,-0.0207,"not outlier"
"265","Meiji University",32810,0.448880274109236,1020.5,"1001-1200",33357,0.610355076164698,1804.5,"1201+",-0.161474802055462,-784,-547,-0.01653,"not outlier"
"266","Memorial University of Newfoundland",16099,-0.334249868830436,535,"751-800",15698,-0.172471870317974,1121,"601¡V800",-0.161777998512462,-586,401,0.02522,"not outlier"
"267","Mendel University in Brno",8456,-0.692424944079548,196,"801-1000",8413,-0.495417354497501,605,"1201+",-0.197007589582047,-409,43,0.0051,"not outlier"
"268","Michigan State University",44750,1.00842631603968,1162,"157",45689,1.15703506393435,1979,"=93",-0.14860874789467,-817,-939,-0.02077,"not outlier"
"269","Middle East Technical University",18221,-0.234806259033417,629,"551-560",18346,-0.0550855090129103,1284,"601¡V800",-0.179720750020506,-655,-125,-0.00684,"not outlier"
"270","Middlesex University",16415,-0.319441112611841,555,"701-750",15645,-0.17482137075195,1119,"401¡V500",-0.144619741859891,-564,770,0.04803,"not outlier"
"271","MIREA - Russian Technological University",26239,0.140942498437129,879,"1201+",23455,0.171397466782999,1507,"1201+",-0.0304549683458706,-628,2784,0.11205,"not outlier"
"272","Mississippi State University",19711,-0.164980161673587,686,"1001-1200",28074,0.376158646113848,1660.5,"1001¡V1200",-0.541138807787436,-974.5,-8363,-0.35003,"outlier & student qs < the"
"273","Missouri University of Science and Technology",6662,-0.776497439826886,126,"511-520",8898,-0.473917209016777,650,"401¡V500",-0.302580230810109,-524,-2236,-0.2874,"outlier & student qs < the"
"274","Monash University",56812,1.57368966258617,1216,"58",60211,1.80079818284377,2050,"57",-0.227108520257599,-834,-3399,-0.05809,"not outlier"
"275","Murdoch University",12748,-0.491288293161166,406,"581-590",17261,-0.103183772614116,1209,"501¡V600",-0.38810452054705,-803,-4513,-0.30078,"outlier & student qs < the"
"276","Mustansiriyah University",37890,0.686945089268923,1108,"1001-1200",39567,0.885645598711694,1913,"1201+",-0.19870050944277,-805,-1677,-0.0433,"not outlier"
"277","Mutah University",9455,-0.645608654641649,245,"1001-1200",10993,-0.381045446579425,829,"Reporter",-0.264563208062223,-584,-1538,-0.15043,"not outlier"
"278","Nagasaki University",8768,-0.677803640471315,214,"531-540",8877,-0.474848143150994,648,"1001¡V1200",-0.202955497320321,-434,-109,-0.01235,"not outlier"
"279","Nagoya University",15676,-0.354072982376213,516,"118",15564,-0.178412116698215,1117,"351¡V400",-0.175660865677998,-601,112,0.00717,"not outlier"
"280","Nanjing University",34148,0.511583172275311,1054,"131",37137,0.777923220323739,1886,"=105",-0.266340048048428,-832,-2989,-0.08386,"not outlier"
"281","Nanjing University of Aeronautics and Astronautics",30178,0.325536456491067,976,"801-1000",30713,0.493146035647105,1748,"1001¡V1200",-0.167609579156037,-772,-535,-0.01757,"not outlier"
"282","Nankai University",30568,0.343813086001358,986,"=358",30456,0.481753175052165,1736,"301¡V350",-0.137940089050806,-750,112,0.00367,"not outlier"
"283","National and Kapodistrian University of Athens",66085,2.00825167655778,1235,"651-700",64946,2.01070166501124,2061,"401¡V500",-0.00244998845346434,-826,1139,0.01739,"not outlier"
"284","National Central University",11021,-0.572220957684942,323,"521-530",11101,-0.376257785317738,836,"1001¡V1200",-0.195963172367204,-513,-80,-0.00723,"not outlier"
"285","National Cheng Kung University (NCKU)",20215,-0.14136113276798,704,"=252",19932,0.0152221832188989,1357,"601¡V800",-0.156583315986879,-653,283,0.0141,"not outlier"
"286","National Chengchi University",9840,-0.62756634089431,267,"591-600",12750,-0.303157290683278,937.5,"1001¡V1200",-0.324409050211032,-670.5,-2910,-0.25764,"outlier & student qs < the"
"287","National Chung Cheng University",8483,-0.691159638959605,199,"801-1000",11320,-0.366549472203762,847,"1201+",-0.324610166755842,-648,-2837,-0.28652,"outlier & student qs < the"
"288","National Chung Hsing University",12726,-0.492319282518157,404,"651-700",15043,-0.201508149266167,1089,"1201+",-0.29081113325199,-685,-2317,-0.16688,"not outlier"
"289","National Dong Hwa University",9734,-0.632533835068902,261,"1001-1200",9907,-0.429188040377499,744,"1001¡V1200",-0.203345794691403,-483,-173,-0.01762,"not outlier"
"290","National Research Saratov State University",10153,-0.612898174133487,283,"531-540",9746,-0.436325202073162,725,"1201+",-0.176572972060325,-442,407,0.04091,"not outlier"
"291","National Taipei University",7932,-0.716981236036964,167.5,"1201+",8349,-0.498254487097019,600,"1201+",-0.218726748939946,-432.5,-417,-0.05123,"not outlier"
"292","National Taipei University of Technology",7772,-0.724479340451443,158,"=469",9882,-0.430296295299186,741,"1001¡V1200",-0.294183045152257,-583,-2110,-0.23904,"outlier & student qs < the"
"293","National Taiwan Normal University",10468,-0.598136281067483,301,"=334",10455,-0.404895092494125,786,"601¡V800",-0.193241188573358,-485,13,0.00124,"not outlier"
"294","National Taiwan Ocean University",8036,-0.712107468167553,174,"1001-1200",8838,-0.476577020828825,644,"1201+",-0.235530447338728,-470,-802,-0.09506,"not outlier"
"295","National Taiwan University (NTU)",29467,0.292216754999229,959,"68",24810,0.231464883538423,1547,"=113",0.0607518714608066,-588,4657,0.1716,"not outlier"
"296","National Taiwan University of Science and Technology (Taiwan Tech)",8811,-0.675788524909924,218,"=314",8815,-0.477596615356777,642,"601¡V800",-0.198191909553147,-424,-4,-0.00045,"not outlier"
"297","National Technical University of Athens",13732,-0.445174951012125,445,"=421",13309,-0.278376710634362,977,"801¡V1000",-0.166798240377762,-532,423,0.03129,"not outlier"
"298","National Tsing Hua University",13001,-0.479431915555772,414,"=180",13827,-0.255413668657012,1014,"351¡V400",-0.22401824689876,-600,-826,-0.06158,"not outlier"
"299","National Yang Ming Chiao Tung University",16834,-0.299805451676426,573,"=268",16870,-0.120516879589298,1191,"301¡V350",-0.179288572087128,-618,-36,-0.00214,"not outlier"
"300","Newcastle University",26923,0.172996894809024,898,"134",24630,0.223485448102278,1540,"=146",-0.0504885532932542,-642,2293,0.08896,"not outlier"
"301","Niigata University",12375,-0.508768249077419,384,"541-550",12061,-0.333700796324966,897,"801¡V1000",-0.175067452752453,-513,314,0.0257,"not outlier"
"302","North-West University",33887,0.499351889449193,1047,"1001-1200",40262,0.916455085534586,1923,"501¡V600",-0.417103196085393,-876,-6375,-0.17195,"not outlier"
"303","North Carolina State University",29855,0.310399658204339,964,"=300",30917,0.502189395808069,1756,"301¡V350",-0.191789737603729,-792,-1062,-0.03495,"not outlier"
"304","Northeastern University",21414,-0.0851722128119834,744,"342",20910,0.0585771157552856,1392,"168",-0.143749328567269,-648,504,0.02382,"not outlier"
"305","Northern Arizona University",25103,0.0877059570943328,850,"1001-1200",30512,0.484235666076743,1739,"501¡V600",-0.39652970898241,-889,-5409,-0.19452,"not outlier"
"306","Northwestern Polytechnical University",30622,0.346343696241245,987,"541-550",31033,0.507331698644695,1759,"501¡V600",-0.160988002403451,-772,-411,-0.01333,"not outlier"
"307","Northwestern University",19534,-0.173274939682104,681,"30",18735,-0.037841062431464,1309,"=24",-0.13543387725064,-628,799,0.04176,"not outlier"
"308","Nottingham Trent University",33073,0.461205283240535,1028,"801-1000",27218,0.338211997595293,1632,"501¡V600",0.122993285645242,-604,5855,0.19422,"outlier & student qs > the"
"309","Novosibirsk State Technical University",11388,-0.555022180684232,348,"801-1000",11426,-0.36185047133581,856,"1201+",-0.193171709348422,-508,-38,-0.00333,"not outlier"
"310","Novosibirsk State University",7484,-0.737975928397504,150,"=246",7008,-0.557701281096297,494.5,"801¡V1000",-0.180274647301206,-344.5,476,0.06569,"not outlier"
"311","Okayama University",13116,-0.474042653007866,422,"581-590",13145,-0.285646862920627,971,"1001¡V1200",-0.188395790087239,-549,-29,-0.00221,"not outlier"
"312","Oklahoma State University",21409,-0.0854065285749359,742,"801-1000",21626,0.0903175367123949,1425,"501¡V600",-0.175724065287331,-683,-217,-0.01008,"not outlier"
"313","Osaka City University",8338,-0.697954796085225,188,"571-580",8141,-0.507475168045453,582,"1201+",-0.190479628039773,-394,197,0.02391,"not outlier"
"314","Osaka Prefecture University",7710,-0.727384855912053,155,"701-750",7724,-0.525960860139188,551.5,"1201+",-0.201423995772865,-396.5,-14,-0.00181,"not outlier"
"315","Osaka University",22618,-0.0287489770930339,769,"=75",22451,0.126889949128059,1457,"301¡V350",-0.155638926221092,-688,167,0.00741,"not outlier"
"316","Oxford Brookes University",14579,-0.40548186076798,474,"=429",13117,-0.286888108432917,970,"601¡V800",-0.118593752335063,-496,1462,0.10557,"not outlier"
"317","Palacky University Olomouc",18673,-0.213624114062515,651,"601-650",17818,-0.078491852958935,1249,"801¡V1000",-0.13513226110358,-598,855,0.04686,"not outlier"
"318","Panjab University",17361,-0.275108570261238,598,"1001-1200",16047,-0.157000631611226,1141,"601¡V800",-0.118107938650012,-543,1314,0.07866,"not outlier"
"319","Pavol Jozef <U+0160>afarik University in Ko<U+0161>ice",6645,-0.777294113420924,123,"601-650",7198,-0.549278543691478,511,"1001¡V1200",-0.228015569729447,-388,-553,-0.0799,"not outlier"
"320","Peking University",31990,0.410452488985035,1005,"18",31606,0.532732901449756,1778,"=16",-0.122280412464722,-773,384,0.01208,"not outlier"
"321","Plekhanov Russian University of Economics",13777,-0.443066109145553,452,"701-750",14450,-0.227795956008578,1052,"501¡V600",-0.215270153136975,-600,-673,-0.04768,"not outlier"
"322","Politecnico di Milano",35419,0.571146239217824,1075.5,"142",37680,0.801994517222776,1896,"351¡V400",-0.230848278004952,-820.5,-2261,-0.06186,"not outlier"
"323","Pondicherry University",6045,-0.805412004975218,98,"801-1000",7080,-0.55450950692184,500,"1001¡V1200",-0.250902498053379,-402,-1035,-0.15771,"not outlier"
"324","Pontificia Universidade Catolica do Parana",10556,-0.59401232363952,309,"1201+",13324,-0.27771175768135,981.5,"1001¡V1200",-0.31630056595817,-672.5,-2768,-0.23183,"outlier & student qs < the"
"325","Portland State University",18230,-0.234384490660102,630,"1001-1200",19576,-0.000559366865920842,1342,"801¡V1000",-0.233825123794181,-712,-1346,-0.07121,"not outlier"
"326","Pozna<U+0144> University of Technology",12495,-0.50314467076656,390,"801-1000",15506,-0.180983268116528,1112,"1201+",-0.322161402650032,-722,-3011,-0.21506,"not outlier"
"327","Prince of Songkla University",34330,0.52011226604678,1056,"801-1000",35735,0.715772284315544,1855,"1201+",-0.195660018268764,-799,-1405,-0.04011,"not outlier"
"328","Princess Nourah bint Abdulrahman University",28535,0.248540296784893,935.5,"751-800",28535,0.396594866869753,1676.5,"Reporter",-0.14805457008486,-741,0,0,"not outlier"
"329","Princeton University",8305,-0.699501280120712,186,"20",7753,-0.524675284430031,554.5,"7",-0.17482599569068,-368.5,552,0.06875,"not outlier"
"330","Pusan National University",25187,0.0916424619119339,853,"601-650",21447,0.0823824314731176,1415,"801¡V1000",0.00926003043881633,-562,3740,0.1604,"not outlier"
"331","Qassim University",50054,1.25698847737964,1202,"801-1000",48543,1.28355344579411,2002,"1201+",-0.0265649684144751,-800,1511,0.03065,"not outlier"
"332","Qatar University",9084,-0.66299488425272,229,"224",8899,-0.47387287881991,651.5,"301¡V350",-0.189122005432811,-422.5,185,0.02057,"not outlier"
"333","Quaid-i-Azam University",15094,-0.381347337183878,484,"=378",16793,-0.123930304748093,1184,"501¡V600",-0.257417032435785,-700,-1699,-0.10656,"not outlier"
"334","Queen Mary University of London",19525,-0.173696708055418,680,"117",19976,0.0171727118810676,1361,"=117",-0.190869419936486,-681,-451,-0.02283,"not outlier"
"335","Rensselaer Polytechnic Institute",7419,-0.741022033315885,149,"=431",7800,-0.52259176517726,558,"501¡V600",-0.218430268138625,-409,-381,-0.05007,"not outlier"
"336","Rice University",7277,-0.747676600983735,144,"94",6885,-0.563153895310996,484,"136",-0.184522705672739,-340,392,0.05536,"not outlier"
"337","Riga Technical University",10911,-0.577375904469896,319,"751-800",10515,-0.402235280682076,789,"1001¡V1200",-0.175140623787819,-470,396,0.03696,"not outlier"
"338","Rikkyo University",21040,-0.102699031880827,726,"1001-1200",19946,0.0158428059750435,1358,"1001¡V1200",-0.11854183785587,-632,1094,0.05338,"not outlier"
"339","Ritsumeikan University",35419,0.571146239217824,1075.5,"751-800",34870,0.677426664025182,1836,"1201+",-0.106280424807358,-760.5,549,0.01562,"not outlier"
"340","RMIT University",33039,0.459611936052458,1026,"206",32743,0.583136335288071,1794,"301¡V350",-0.123524399235613,-768,296,0.009,"not outlier"
"341","Robert Gordon University",9886,-0.625410635875148,272,"801-1000",8899,-0.47387287881991,651.5,"1001¡V1200",-0.151537757055238,-379.5,987,0.10508,"not outlier"
"342","RUDN University",24378,0.0537301714662278,832,"=317",21203,0.0715658634374546,1405,"601¡V800",-0.0178356919712268,-573,3175,0.13931,"not outlier"
"343","Russian Presidential Academy of National Economy and Public Administration",45539,1.04540134343358,1172,"801-1000",15668,-0.173801776223998,1120,"1201+",1.21920311965758,52,29871,0.97606,"outlier & student qs > the"
"344","RWTH Aachen University",47173,1.12197573476644,1184,"165",45628,1.15433092192544,1978,"=108",-0.0323551871589975,-794,1545,0.0333,"not outlier"
"345","Ryerson University",33682,0.489744943168143,1041,"801-1000",35543,0.70726088651699,1849,"801¡V1000",-0.217515943348847,-808,-1861,-0.05377,"not outlier"
"346","Saint-Petersburg Mining University",8194,-0.704703090058256,181,"1001-1200",7753,-0.524675284430031,554.5,"401¡V500",-0.180027805628225,-373.5,441,0.05531,"not outlier"
"347","Saint Petersburg State University",24746,0.070975811619528,840,"=242",22751,0.1401890081883,1471,"601¡V800",-0.0692131965687719,-631,1995,0.08401,"not outlier"
"348","Saitama University",8457,-0.692378080926957,197,"1001-1200",8453,-0.493644146622802,608.5,"1201+",-0.198733934304156,-411.5,4,0.00047,"not outlier"
"349","Sakarya University",48731,1.19498852650242,1192,"1201+",42557,1.01819288734543,1950,"1201+",0.176795639156989,-758,6174,0.13526,"not outlier"
"350","Samara National Research University (Samara University)",8776,-0.677428735250591,215.5,"581-590",9591,-0.44319638258762,716,"1201+",-0.234232352662971,-500.5,-815,-0.08875,"not outlier"
"351","San Diego State University",31865,0.404594594911223,1003,"1001-1200",31221,0.51566577565578,1764,"601¡V800",-0.111071180744556,-761,644,0.02042,"not outlier"
"352","Sapienza University of Rome",76453,2.49412884261597,1248,"171",71992,2.32305223213944,2076,"=197",0.171076610476531,-828,4461,0.0601,"not outlier"
"353","Satbayev University",9243,-0.655543642990832,240,"501-510",9558,-0.444659279084246,711,"1201+",-0.210884363906586,-471,-315,-0.03351,"not outlier"
"354","Savitribai Phule Pune University",4427,-0.88123658586663,56,"591-600",5078,-0.643258561050517,341.5,"801¡V1000",-0.237978024816114,-285.5,-651,-0.13698,"not outlier"
"355","Sciences Po",11370,-0.555865717430861,347,"=261",12543,-0.312333641434845,923.5,"401¡V500",-0.243532075996016,-576.5,-1173,-0.09811,"not outlier"
"356","Sechenov University",16393,-0.320472101968832,553,"651-700",16076,-0.15571505590207,1145,"1001¡V1200",-0.164757046066762,-592,317,0.01953,"not outlier"
"357","Sejong University",12457,-0.504925470564999,389,"601-650",12063,-0.333612135931231,898,"251¡V300",-0.171313334633768,-509,394,0.03214,"not outlier"
"358","Seoul National University",26646,0.160015801541458,890,"36",26871,0.322829419282281,1616,"=54",-0.162813617740822,-726,-225,-0.00841,"not outlier"
"359","Shanghai Jiao Tong University",38740,0.726778768970839,1117,"=50",36638,0.755802452086871,1880,"84",-0.0290236831160313,-763,2102,0.05577,"not outlier"
"360","Shanghai University",38213,0.702081887555651,1112,"=436",37347,0.787232561665908,1892,"601¡V800",-0.0851506741102563,-780,866,0.02292,"not outlier"
"361","Sharif University of Technology",8089,-0.709623721080257,177,"=381",8253,-0.502510185996296,587,"401¡V500",-0.207113535083961,-410,-164,-0.02007,"not outlier"
"362","Sheffield Hallam University",26354,0.146331760985035,884,"1001-1200",25535,0.263604276267339,1569,"801¡V1000",-0.117272515282304,-685,819,0.03157,"not outlier"
"363","Shenzhen University",37323,0.660373681750116,1099,"601-650",36401,0.74529619542928,1873,"351¡V400",-0.0849225136791644,-774,922,0.02501,"not outlier"
"364","Shinshu University",10984,-0.57395489433079,321,"801-1000",10774,-0.390753759693401,811,"1201+",-0.183201134637389,-490,210,0.0193,"not outlier"
